Full Name,Normalized Score
Alan Yuille,0.027777777777777776
Weipeng Yan,0.02040816326530612
Zhi-wei Fang,0.02040816326530612
Ke Gong,0.027777777777777776
Yiming Gao,0.027777777777777776
Xiaodan Liang,0.027777777777777776
Xiaohu Shen,0.027777777777777776
Meng Wang,0.027777777777777776
Liang Lin,0.027777777777777776
Xiaohui Shen,0.027777777777777776
Jiashi Feng,0.027777777777777776
Shuicheng Yan,0.027777777777777776
Eric P. Xing,0.027777777777777776
Xuecheng Nie,0.1111111111111111
Yi Li,0.1111111111111111
Yi-Zhe Song,0.1111111111111111
Shaogang Gong,0.1111111111111111
Liyang Fang,0.1111111111111111
Jin Wang 0015,0.1111111111111111
Guodong Lu,0.1111111111111111
Dongliang Zhang,0.1111111111111111
Jianhui Fu,0.1111111111111111
Junyoung Chung,0.0625
Caglar Gulcehre,0.0625
KyungHyun Cho,0.0625
Agne Desolneux,0.1111111111111111
Lionel Moisan,0.1111111111111111
Jean-Michel Morel,0.1111111111111111
Jacob Devlin,0.0625
Ming-Wei Chang,0.0625
Kenton Lee,0.0625
Kristina Toutanova,0.0625
Cenek Albl,0.1111111111111111
Akihiro Sugimoto,0.1111111111111111
Tomás Pajdla,0.1111111111111111
Yao Feng,0.04
Fan Wu,0.04
Xiaohu Shao,0.04
Yanfeng Wang,0.04
Xi Zhou,0.04
Kyle Genova,0.027777777777777776
Forrester Cole,0.027777777777777776
Aaron Maschinot,0.027777777777777776
Aaron Sarna,0.027777777777777776
Daniel Vlasic,0.027777777777777776
Sami Romdhani,0.25
Thomas Vetter,0.25
Xintong Han,0.04
Zuxuan Wu,0.04
Zhe Wu 0001,0.04
Ruichi Yu,0.04
Larry S. Davis,0.04
