Full Name,Normalized Score
Yin Cui,0.04
Menglin Jia,0.04
Yang Song,0.04
Golnaz Ghiasi,0.015625
Aravind Srinivas,0.015625
Rui Qian,0.015625
Tsung- Yi Lin,0.015625
Ekin D Cubuk,0.015625
Quoc V Le,0.015625
Barret Zoph,0.015625
Shuang Li,0.027777777777777776
Kaixiong Gong,0.027777777777777776
Chi Harold Liu,0.027777777777777776
Yulin Wang,0.027777777777777776
Feng Qiang,0.027777777777777776
Xinjing Cheng,0.027777777777777776
Uwe Schmidt,0.0625
Martin Weigert,0.0625
Coleman Broaddus,0.0625
Gene Myers,0.0625
Alexander Hermans,0.027777777777777776
George Papan- dreou,0.027777777777777776
Peng Wang,0.027777777777777776
Hao Chen,0.027777777777777776
Xiaojuan Qi,0.027777777777777776
Lequan Yu,0.027777777777777776
Qi Dou,0.027777777777777776
Jing Qin,0.027777777777777776
Pheng-Ann Heng,0.027777777777777776
Peter Naylor,0.0625
Marick Laé,0.0625
Fabien Reyal,0.0625
Thomas Walter,0.0625
Martin Danelljan,0.0625
Gustav H ¨ager,0.0625
Fahad Shahbaz Khan,0.0625
Michael Felsberg,0.0625
Philipp Bergmann,0.1111111111111111
Tim Meinhardt,0.1111111111111111
Laura Leal-Taixe,0.1111111111111111
Jack Valmadre,0.04
João F Henriques,0.04
Philip HS Torr,0.04
Goutam Bhat,0.0625
Radu Timofte,0.0625
Chuang Gan,0.04
Ming Lin,0.04
Gerard De Melo,0.04
Alexander G Hauptmann,0.04
Junyu Gao,0.1111111111111111
Tianzhu Zhang,0.1111111111111111
Changsheng Xu,0.1111111111111111
Yanan Li,0.04
Donghui Wang,0.04
Huanhang Hu,0.04
Yuetan Lin,0.04
Yueting Zhuang,0.04
Limin Wang,0.02040816326530612
Yuanjun Xiong,0.02040816326530612
Zhe Wang,0.02040816326530612
Yu Qiao,0.02040816326530612
Dahua Lin,0.02040816326530612
Xiaoou Tang,0.02040816326530612
Yufei Ye,0.1111111111111111
Abhinav Gupta,0.1111111111111111
Qinying Liu,0.25
Zilei Wang,0.25
Abir Das,0.1111111111111111
Kate Saenko,0.1111111111111111
Thomas N. Kipf,0.25
Mingxing Tan,0.1111111111111111
Ruoming Pang,0.1111111111111111
Quoc V. Le,0.1111111111111111
John Doe,0.25
Jane Smith,0.25
Dushyant Mehta,0.02040816326530612
Oleksandr Sotnychenko,0.02040816326530612
Franziska Mueller 0001,0.02040816326530612
Weipeng Xu,0.02040816326530612
Srinath Sridhar 0002,0.02040816326530612
Gerard Pons-Moll,0.02040816326530612
Christian Theobalt,0.02040816326530612
Mrigank Rochan,0.25
Yelin Kim,0.1111111111111111
Emily Mower Provost,0.1111111111111111
Aishwarya Agrawal,0.1111111111111111
Dhruv Batra,0.1111111111111111
Devi Parikh,0.1111111111111111
Stephan Gammeter,0.0625
Lukas Bossard,0.0625
Till Quack,0.0625
Michael Goesele,0.04
Noah Snavely,0.04
Brian Curless,0.04
Hugues Hoppe,0.04
Steven M Seitz,0.04
Sameer Agarwal,0.02040816326530612
Yasutaka Furukawa,0.02040816326530612
Ian Simon,0.02040816326530612
Richard Szeliski,0.02040816326530612
Chun-Mei Feng 0001,0.02040816326530612
Yang Bai,0.02040816326530612
Tao Luo 0014,0.02040816326530612
Zhen Li 0026,0.02040816326530612
Salman H. Khan 0001,0.02040816326530612
Wangmeng Zuo,0.02040816326530612
Rick Siow Mong Goh,0.02040816326530612
Yong Liu 0026,0.02040816326530612
Haoqi Fan,0.04
Yuxin Wu,0.04
Saining Xie,0.04
Humam Alwassel,0.04
Dhruv Mahajan,0.04
Lorenzo Torresani,0.04
Bernard Ghanem,0.04
Du Tran,0.04
Sanjeev Arora,0.04
Hrishikesh Khandeparkar,0.04
Mikhail Kho-dak,0.04
Orestis Plevrakis,0.04
Nikunj Saunshi,0.04
Philip Bachman,0.1111111111111111
R Devon Hjelm,0.1111111111111111
William Buchwalter,0.1111111111111111
Shuyang Gu,0.027777777777777776
Jianmin Bao,0.027777777777777776
Hao Yang,0.027777777777777776
Dong Chen,0.027777777777777776
Fang Wen,0.027777777777777776
Lu Yuan,0.027777777777777776
Rui Huang,0.0625
Shu Zhang,0.0625
Tianyu Li,0.0625
Ran He,0.0625
Phillip Isola,0.0625
Jun-Yan Zhu,0.0625
Tinghui Zhou,0.0625
Alexei Efros,0.0625
Krishna Kumar Singh,0.1111111111111111
Utkarsh Ojha,0.1111111111111111
Yong Jae Lee,0.1111111111111111
Xinlei Chen,0.0625
Valentin Gabeur,0.0625
Chen Sun,0.0625
Karteek Alahari,0.0625
Benjamin Klein,0.0625
Guy Lev,0.0625
Gil Sadeh,0.0625
Lior Wolf,0.0625
Weijie Su,0.02040816326530612
Xizhou Zhu,0.02040816326530612
Yue Cao,0.02040816326530612
Bin Li,0.02040816326530612
Lewei Lu,0.02040816326530612
Furu Wei,0.02040816326530612
Jifeng Dai,0.02040816326530612
Angela Dai,0.027777777777777776
Angel X. Chang,0.027777777777777776
Manolis Savva,0.027777777777777776
Maciej Halber,0.027777777777777776
Thomas A. Funkhouser,0.027777777777777776
Matthias Nießner,0.027777777777777776
David Eigen,0.25
Rob Fergus,0.25
SM Ali Eslami,0.01
Danilo Jimenez Rezende,0.01
Frederic Besse,0.01
Fabio Viola,0.01
Ari S Morcos,0.01
Marta Garnelo,0.01
Avraham Ru- derman,0.01
Andrei A Rusu,0.01
Ivo Danihelka,0.01
Karol Gregor,0.01
Oren Boiman,0.25
Michal Irani,0.25
Cristian Bucilu ˇa,0.1111111111111111
Rich Caruana,0.1111111111111111
Alexandru Niculescu-Mizil,0.1111111111111111
Jianfeng Dong,0.04
Xirong Li,0.04
Chaoxi Xu,0.04
Shouling Ji,0.04
Xun Wang,0.04
Ryan Kiros,0.1111111111111111
Ruslan Salakhutdinov,0.1111111111111111
Richard S Zemel,0.1111111111111111
Antoine Miech,0.027777777777777776
Jean-Baptiste Alayrac,0.027777777777777776
Lucas Smaira,0.027777777777777776
Peter W. Battaglia,0.008264462809917356
Jessica B. Hamrick,0.008264462809917356
Victor Bapst,0.008264462809917356
Alvaro Sanchez-Gonzalez,0.008264462809917356
Vinícius Flores Zambaldi,0.008264462809917356
Mateusz Malinowski,0.008264462809917356
Andrea Tacchetti,0.008264462809917356
David Raposo,0.008264462809917356
Adam Santoro,0.008264462809917356
Ryan Faulkner 0001,0.008264462809917356
Çaglar Gülçehre,0.008264462809917356
H. Francis Song,0.008264462809917356
Andrew J. Ballard,0.008264462809917356
Justin Gilmer,0.008264462809917356
George E. Dahl,0.008264462809917356
Ashish Vaswani,0.008264462809917356
Kelsey R. Allen,0.008264462809917356
Charles Nash,0.008264462809917356
Victoria Langston,0.008264462809917356
Chris Dyer,0.008264462809917356
Nicolas Heess,0.008264462809917356
Daan Wierstra,0.008264462809917356
Pushmeet Kohli,0.008264462809917356
Matthew M. Botvinick,0.008264462809917356
Oriol Vinyals,0.008264462809917356
Yujia Li 0001,0.008264462809917356
Razvan Pascanu,0.008264462809917356
Yin Lou,0.027777777777777776
Johannes Gehrke,0.027777777777777776
Paul Koch,0.027777777777777776
Marc Sturm,0.027777777777777776
Noemie Elhadad,0.027777777777777776
Chunrong Ai,0.25
Edward C Norton,0.25
Hugues Aschard,1.0
Andreas Geiger,0.0625
Philip Lenz,0.0625
Christoph Stiller,0.0625
Raquel Urtasun,0.0625
Lubor Ladicky,0.1111111111111111
Bernhard Zeisl,0.1111111111111111
Marc Pollefeys,0.1111111111111111
Aayush Bansal,0.1111111111111111
Bryan Russell,0.1111111111111111
Shariq Farooq Bhat,0.1111111111111111
Ibraheem Alhashim,0.1111111111111111
Peter Wonka,0.1111111111111111
Djork-Arn 'e Clevert,0.1111111111111111
Thomas Unterthiner,0.1111111111111111
Sepp Hochre-iter,0.1111111111111111
Panos Achlioptas,0.04
Maks Ovsjanikov,0.04
Kilichbek Haydarov,0.04
Mohamed Elhoseiny,0.04
Leonidas J. Guibas,0.04
Sean Bell,0.25
Kavita Bala,0.25
Ting Chen 0007,0.0625
Simon Kornblith,0.0625
Mohammad Norouzi 0002,0.0625
Geoffrey E. Hinton,0.0625
Wei-Ta Chu,0.25
Yi-Ling Wu,0.25
Haozhi Qi,0.02040816326530612
Yuwen Xiong,0.02040816326530612
Yi Li,0.02040816326530612
Guodong Zhang,0.02040816326530612
Han Hu,0.02040816326530612
Yichen Wei,0.02040816326530612
Zhenwei He,0.25
Lei Zhang,0.25
Mehran Khodabandeh,0.0625
Arash Vahdat,0.0625
Mani Ranjbar,0.0625
William G Macready,0.0625
Michael Schober,0.04
Amit Adam,0.04
Omer Yair,0.04
Shai Mazor,0.04
Sebastian Nowozin,0.04
Christoph Dann,0.04
Pierre Andersson,1.0
Mario Bijelic,0.02040816326530612
Tobias Gruber,0.02040816326530612
Fahim Mannan,0.02040816326530612
Florian Kraus,0.02040816326530612
Werner Ritter,0.02040816326530612
Klaus Dietmayer,0.02040816326530612
Felix Heide,0.02040816326530612
Manjunath Kudlur,0.04
Vincent Dumoulin,0.04
Jonathon Shlens,0.04
Cl ´ement Godard,0.0625
Oisin Mac Aodha,0.0625
Michael Firman,0.0625
Gabriel J Brostow,0.0625
Ariel Gordon,0.0625
Hanhan Li,0.0625
Rico Jonschkowski,0.0625
Anelia Angelova,0.0625
Vitor Guizilini,0.04
Rares Ambrus,0.04
Sudeep Pillai,0.04
Allan Ravens-tos,0.04
Xiaoxiao Long,0.0625
Lingjie Liu,0.0625
Wen- ping Wang,0.0625
Thomas M. Breuel,1.0
Carl Olsson,0.1111111111111111
Fredrik Kahl,0.1111111111111111
Magnus Oskarsson,0.1111111111111111
Johan Fredriksson,0.0625
Viktor Larsson,0.0625
David A Hirshberg,0.0625
Matthew Loper,0.0625
Eric Rachlin,0.0625
Thomas Lewiner,0.0625
H ´elio Lopes,0.0625
Ant ˆonio Wilson Vieira,0.0625
Geovan Tavares,0.0625
Amos Gropp,0.04
Lior Yariv,0.04
Niv Haim,0.04
Boyang Deng,0.02040816326530612
JP Lewis,0.02040816326530612
Timothy Yeruzalski,0.02040816326530612
Gerard Pons- Moll,0.02040816326530612
Geoffrey Hinton,0.02040816326530612
Mohammad Norouzi,0.02040816326530612
Andrea Tagliasacchi,0.02040816326530612
Zhe Hu,0.25
Ming-Hsuan Yang,0.25
Ding Liu 0001,0.02040816326530612
Zhaowen Wang,0.02040816326530612
Yuchen Fan,0.02040816326530612
Xianming Liu,0.02040816326530612
Shiyu Chang,0.02040816326530612
Thomas S. Huang,0.02040816326530612
Oded Shahar,0.1111111111111111
Alon Faktor,0.1111111111111111
Yulun Zhang,0.027777777777777776
Kunpeng Li,0.027777777777777776
Kai Li,0.027777777777777776
Lichen Wang,0.027777777777777776
Bineng Zhong,0.027777777777777776
Yun Fu,0.027777777777777776
Benedicte Bascle,0.1111111111111111
Andrew Blake,0.1111111111111111
Rosanne Liu,0.02040816326530612
Joel Lehman,0.02040816326530612
Piero Molino,0.02040816326530612
Felipe Petroski Such,0.02040816326530612
Eric Frank,0.02040816326530612
Alex Sergeev,0.02040816326530612
Jason Yosinski,0.02040816326530612
Bilal Alsallakh,0.04
Narine Kokhlikyan,0.04
Vivek Miglani,0.04
Jun Yuan,0.04
Orion Reblitz-Richardson,0.04
Iasonas Kokkinos,0.04
Kevin Murphy,0.04
Alan L Yuille,0.04
Mircea Cimpoi,0.04
Subhransu Maji,0.04
Sammy Mohamed,0.04
Amir Hertz,0.0625
Rana Hanocka,0.0625
Raja Giryes,0.0625
Daniel Cohen-Or,0.0625
Zhirong Wu,0.02040816326530612
Shuran Song,0.02040816326530612
Fisher Yu,0.02040816326530612
Lin- guang Zhang,0.02040816326530612
Jianxiong Xiao,0.02040816326530612
Andy Zeng,0.027777777777777776
Matthias Niessner,0.027777777777777776
Matthew Fisher,0.027777777777777776
Thomas Funkhouser,0.027777777777777776
Ioan Andrei Barsan,0.0625
Shenlong Wang,0.0625
Andrei Pokrovsky,0.0625
Paul J. Besl,0.25
Neil D. McKay,0.25
Jonathan Ho,0.25
Stefano Ermon,0.25
Vida Adeli,0.04
Ehsan Adeli,0.04
Ian Reid,0.04
Juan Carlos Niebles,0.04
Hamid Rezatoﬁghi,0.04
Enric Corona,0.0625
Albert Pumarola,0.0625
Guillem Alenya,0.0625
Francesc Moreno-Noguer,0.0625
Francesco Giuliari,0.0625
Irtiza Hasan,0.0625
Marco Cristani,0.0625
Fabio Galasso,0.0625
Emre Aksan,0.0625
Peng Cao,0.0625
Manuel Kaufmann,0.0625
Otmar Hilliges,0.0625
Muhammed Kocabas,0.1111111111111111
Nikos Athanasiou,0.1111111111111111
Shuqin Xie,0.0625
Yu-Wing Tai,0.0625
Marcin Eichner,0.0625
Manuel Marin-Jimenez,0.0625
Andrew Zisser- man,0.0625
Vittorio Ferrari,0.0625
Xipeng Chen,0.04
Kwan-Yee Lin,0.04
Wentao Liu,0.04
Chen Qian,0.04
Donald J Berndt,0.25
James Clifford,0.25
Alexey Kurakin,0.1111111111111111
Patrick McDaniel,0.027777777777777776
Somesh Jha,0.027777777777777776
Z Berkay Celik,0.027777777777777776
Ananthram Swami,0.027777777777777776
Laurent Amsaleg,0.02040816326530612
Oussama Chelly,0.02040816326530612
Teddy Furon,0.02040816326530612
Stéphane Girard,0.02040816326530612
Michael E Houle,0.02040816326530612
Ken-ichi Kawarabayashi,0.02040816326530612
Michael Nett,0.02040816326530612
Song Bai 0001,0.04
Yingwei Li 0002,0.04
Yuyin Zhou,0.04
Qizhu Li,0.04
Eddy Ilg,0.027777777777777776
Nikolaus Mayer,0.027777777777777776
Tonmoy Saikia,0.027777777777777776
Margret Keuper,0.027777777777777776
Alexey Dosovitskiy,0.027777777777777776
Thomas Brox,0.027777777777777776
Isabelle Boutron,0.25
Philippe Ravaud,0.25
Brian W Matthews,1.0
Daniel E Acuna,0.1111111111111111
Paul S Brookes,0.1111111111111111
Konrad P Kord-ing,0.1111111111111111
Danijar Hafner,0.04
Dustin Tran,0.04
Timothy Lillicrap,0.04
Alex Irpan,0.04
James Davidson,0.04
Tinku Acharya,0.25
Ajoy K Ray,0.25
Arsenii Ashukha,0.0625
Alexander Lyzhov,0.0625
Dmitry Molchanov,0.0625
Dmitry Vetrov,0.0625
Jonathan Baxter,1.0
Jiwoon Ahn,0.1111111111111111
Sunghyun Cho,0.1111111111111111
Suha Kwak,0.1111111111111111
Pablo Arbeláez,0.04
Jordi Pont-Tuset,0.04
Jonathan T Barron,0.04
Fer- ran Marques,0.04
Jitendra Malik,0.04
Martin Arjovsky,0.1111111111111111
Soumith Chintala,0.1111111111111111
Léon Bottou,0.1111111111111111
Vijay Badrinarayanan,0.1111111111111111
Alex Kendall,0.1111111111111111
Roberto Cipolla,0.1111111111111111
Anil S Baslamisli,0.027777777777777776
Thomas T Groenestege,0.027777777777777776
Partha Das,0.027777777777777776
Hoang-An Le,0.027777777777777776
Sezer Karaoglu,0.027777777777777776
Theo Gevers,0.027777777777777776
Sameh Khamis,0.25
Christoph H. Lampert,0.25
Kwang In Kim,0.1111111111111111
James Tompkin 0001,0.1111111111111111
Christian Richardt,0.1111111111111111
Maksim Lapin,0.1111111111111111
Matthias Hein 0001,0.1111111111111111
Bernt Schiele,0.1111111111111111
Dian Gong,0.1111111111111111
Fei Sha,0.1111111111111111
Gérard G. Medioni,0.1111111111111111
Zhanzhan Cheng,0.027777777777777776
Yangliu Xu,0.027777777777777776
Fan Bai,0.027777777777777776
Yi Niu,0.027777777777777776
Shiliang Pu,0.027777777777777776
Shuigeng Zhou,0.027777777777777776
Hui Li,0.0625
Chunhua Shen,0.0625
Guyu Zhang,0.0625
Norimichi Ukita Muhammad Haris,0.25
Greg Shakhnarovich,0.25
Alexander-H-Liu,1.0
Jeonghun Baek,0.015625
Geewook Kim,0.015625
Junyeop Lee,0.015625
Sungrae Park,0.015625
Dongyoon Han,0.015625
Sangdoo Yun,0.015625
Seong Joon Oh,0.015625
Hwalsuk Lee,0.015625
Felix J ¨aremo Lawin,0.02040816326530612
Andreas Robinson,0.02040816326530612
Chenglizhao Chen,0.04
Guotao Wang,0.04
Chong Peng,0.04
Xiaowei Zhang,0.04
Hong Qin,0.04
Jingchun Cheng,0.04
Yi-Hsuan Tsai,0.04
Wei-Chih Hung,0.04
Shengjin Wang,0.04
Deng-Ping Fan,0.0625
Ge-Peng Ji,0.0625
Xuebin Qin,0.0625
Ming-Ming Cheng,0.0625
Adel Ahmadyan,0.04
Liangkai Zhang,0.04
Artsiom Ablavatski,0.04
Jian- ing Wei,0.04
Matthias Grundmann,0.04
Nikita Araslanov,0.25
Stefan Roth,0.25
Eric Brachmann,0.027777777777777776
Alexander Krull,0.027777777777777776
Frank Michel,0.027777777777777776
Stefan Gumhold,0.027777777777777776
Jamie Shotton,0.027777777777777776
Carsten Rother,0.027777777777777776
Andrew Brock,0.1111111111111111
Jeff Donahue,0.1111111111111111
Jean Pouget-Abadie,0.015625
Mehdi Mirza,0.015625
Bing Xu,0.015625
David Warde-Farley,0.015625
Sherjil Ozair,0.015625
Aaron Courville,0.015625
Yoshua Bengio,0.015625
Yan Hong,0.0625
Li Niu,0.0625
Jianfu Zhang,0.0625
Liqing Zhang,0.0625
Lars Mescheder,0.1111111111111111
Qiong Cao,0.04
Weidi Xie,0.04
Omkar M Parkhi,0.04
Antreas Antoniou,0.1111111111111111
Amos Storkey,0.1111111111111111
Harrison Edwards,0.1111111111111111
Jungbeom Lee,0.04
Eunji Kim,0.04
Sungmin Lee,0.04
Jangho Lee,0.04
Sungroh Yoon,0.04
PengTao Jiang,0.0625
Yunchao Wei,0.0625
Pedro F Felzenszwalb,0.25
Daniel P Huttenlocher,0.25
Oliver Rippel,0.1111111111111111
Patrick Mertens,0.1111111111111111
Dorit Merhof,0.1111111111111111
Zhou Wang,0.0625
Alan C Bovik,0.0625
Hamid R Sheikh,0.0625
Eero P Simoncelli,0.0625
Paul Bergmann,0.0625
Michael Fauser,0.0625
David Sattlegger,0.0625
Carsten Steger,0.0625
Mao Jiayuan,0.25
Kasai Seito,0.25
Justin Johnson,0.1111111111111111
Agrim Gupta,0.1111111111111111
Li Fei-Fei,0.1111111111111111
George A Miller,1.0
Hao Fang,0.02040816326530612
Ramakrishna Vedantam,0.02040816326530612
Saurabh Gupta,0.02040816326530612
Piotr Doll'ar,0.02040816326530612
Rowan Zellers,0.0625
Mark Yatskar,0.0625
Sam Thomson,0.0625
Yejin Choi,0.0625
Connelly Barnes,0.0625
Eli Shechtman,0.0625
Adam Finkelstein,0.0625
Dan B Goldman,0.0625
Yijun Li,0.0625
Sifei Liu,0.0625
Jimei Yang,0.0625
Olga Russakovsky,0.01
Jia Deng,0.01
Hao Su,0.01
Jonathan Krause,0.01
San- jeev Satheesh,0.01
Sean Ma,0.01
Zhiheng Huang,0.01
